CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade,@odata.context,cnpj
0701,Entrada por borderô (listagem de titulos),por titulo,2015-03-13,5.0,Real,Por evento,"https://was-p.bcnet.bcb.gov.br/olinda/servico/Informes_ListaTarifasPorInstituicaoFinanceira/versao/v1/odata$metadata#_ListaTarifasPorInstituicaoFinanceira(CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade)",411939
0702,Entrada por meio magnético,por titulo,2010-05-22,0.0,Real,Por evento,"https://was-p.bcnet.bcb.gov.br/olinda/servico/Informes_ListaTarifasPorInstituicaoFinanceira/versao/v1/odata$metadata#_ListaTarifasPorInstituicaoFinanceira(CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade)",411939
0703,Entrada sem registro - por boleto emitido pelo cliente,por titulo,2015-03-13,5.0,Real,Por evento,"https://was-p.bcnet.bcb.gov.br/olinda/servico/Informes_ListaTarifasPorInstituicaoFinanceira/versao/v1/odata$metadata#_ListaTarifasPorInstituicaoFinanceira(CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade)",411939
0704,Manutenção de título vencido,por titulo,2010-05-22,0.0,Real,A cada 0 dias,"https://was-p.bcnet.bcb.gov.br/olinda/servico/Informes_ListaTarifasPorInstituicaoFinanceira/versao/v1/odata$metadata#_ListaTarifasPorInstituicaoFinanceira(CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade)",411939
0705,Envio para protesto,por titulo,2016-02-01,50.0,Real,Por evento,"https://was-p.bcnet.bcb.gov.br/olinda/servico/Informes_ListaTarifasPorInstituicaoFinanceira/versao/v1/odata$metadata#_ListaTarifasPorInstituicaoFinanceira(CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade)",411939
0706,Sustação de protesto,por titulo,2016-02-01,50.0,Real,Por evento,"https://was-p.bcnet.bcb.gov.br/olinda/servico/Informes_ListaTarifasPorInstituicaoFinanceira/versao/v1/odata$metadata#_ListaTarifasPorInstituicaoFinanceira(CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade)",411939
0707,Devolução de título,por titulo,2010-05-22,0.0,Real,Por evento,"https://was-p.bcnet.bcb.gov.br/olinda/servico/Informes_ListaTarifasPorInstituicaoFinanceira/versao/v1/odata$metadata#_ListaTarifasPorInstituicaoFinanceira(CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade)",411939
0801,Abertura de crédito,por operacao,2021-09-01,800.0,Real,Por evento,"https://was-p.bcnet.bcb.gov.br/olinda/servico/Informes_ListaTarifasPorInstituicaoFinanceira/versao/v1/odata$metadata#_ListaTarifasPorInstituicaoFinanceira(CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade)",411939
0802,Renegociação de dívida,por operacao,2019-08-03,600.0,Real,Por evento,"https://was-p.bcnet.bcb.gov.br/olinda/servico/Informes_ListaTarifasPorInstituicaoFinanceira/versao/v1/odata$metadata#_ListaTarifasPorInstituicaoFinanceira(CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade)",411939
0803,Substituição de garantia,por operacao,2019-08-03,600.0,Real,Por evento,"https://was-p.bcnet.bcb.gov.br/olinda/servico/Informes_ListaTarifasPorInstituicaoFinanceira/versao/v1/odata$metadata#_ListaTarifasPorInstituicaoFinanceira(CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade)",411939
0804,Custódia de cheque pré-datado,por operacao,2016-02-01,15.0,Real,Por evento,"https://was-p.bcnet.bcb.gov.br/olinda/servico/Informes_ListaTarifasPorInstituicaoFinanceira/versao/v1/odata$metadata#_ListaTarifasPorInstituicaoFinanceira(CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade)",411939
0805,Rescisão Contratual (Quitação Antecipada),Por Operação,2006-03-01,200.0,Real,Por evento,"https://was-p.bcnet.bcb.gov.br/olinda/servico/Informes_ListaTarifasPorInstituicaoFinanceira/versao/v1/odata$metadata#_ListaTarifasPorInstituicaoFinanceira(CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade)",411939
0901,Segunda via de documento,por copia,2006-03-01,50.0,Real,Por evento,"https://was-p.bcnet.bcb.gov.br/olinda/servico/Informes_ListaTarifasPorInstituicaoFinanceira/versao/v1/odata$metadata#_ListaTarifasPorInstituicaoFinanceira(CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade)",411939
0902,Ressarcimento de despesas-telefonema,por chamada,1996-07-25,0.0,Real,Por evento,"https://was-p.bcnet.bcb.gov.br/olinda/servico/Informes_ListaTarifasPorInstituicaoFinanceira/versao/v1/odata$metadata#_ListaTarifasPorInstituicaoFinanceira(CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade)",411939
0903,Ressarcimento de despesas-fax,por folha,1996-07-25,0.0,Real,Por evento,"https://was-p.bcnet.bcb.gov.br/olinda/servico/Informes_ListaTarifasPorInstituicaoFinanceira/versao/v1/odata$metadata#_ListaTarifasPorInstituicaoFinanceira(CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade)",411939
0904,Envelopamento de documentos,por envelope,2006-03-01,10.0,Real,Por evento,"https://was-p.bcnet.bcb.gov.br/olinda/servico/Informes_ListaTarifasPorInstituicaoFinanceira/versao/v1/odata$metadata#_ListaTarifasPorInstituicaoFinanceira(CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade)",411939
0905,Pagamento de funcionários via relação,por funcionario,1996-07-25,0.0,Real,Por evento,"https://was-p.bcnet.bcb.gov.br/olinda/servico/Informes_ListaTarifasPorInstituicaoFinanceira/versao/v1/odata$metadata#_ListaTarifasPorInstituicaoFinanceira(CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade)",411939
0906,Pagamento de funcionários via meio magnético,por funcionario,1996-07-25,0.0,Real,Por evento,"https://was-p.bcnet.bcb.gov.br/olinda/servico/Informes_ListaTarifasPorInstituicaoFinanceira/versao/v1/odata$metadata#_ListaTarifasPorInstituicaoFinanceira(CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade)",411939
0101,Confecção de ficha cadastral,por cliente,2015-04-29,2500.0,Real,Por evento,"https://was-p.bcnet.bcb.gov.br/olinda/servico/Informes_ListaTarifasPorInstituicaoFinanceira/versao/v1/odata$metadata#_ListaTarifasPorInstituicaoFinanceira(CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade)",5503849
0102,Renovação de ficha cadastral,por cliente,2015-04-29,2500.0,Real,A cada 180 dias,"https://was-p.bcnet.bcb.gov.br/olinda/servico/Informes_ListaTarifasPorInstituicaoFinanceira/versao/v1/odata$metadata#_ListaTarifasPorInstituicaoFinanceira(CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade)",5503849
0103,Consultas a serviços de proteção ao crédito,por consulta,2011-10-04,15.0,Real,Por evento,"https://was-p.bcnet.bcb.gov.br/olinda/servico/Informes_ListaTarifasPorInstituicaoFinanceira/versao/v1/odata$metadata#_ListaTarifasPorInstituicaoFinanceira(CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade)",5503849
0303,Cheque administrativo,por cheque,2011-11-04,25.0,Real,Por evento,"https://was-p.bcnet.bcb.gov.br/olinda/servico/Informes_ListaTarifasPorInstituicaoFinanceira/versao/v1/odata$metadata#_ListaTarifasPorInstituicaoFinanceira(CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade)",5503849
0502,Emissão de DOC C,por operacao,2011-10-04,21.0,Real,Por evento,"https://was-p.bcnet.bcb.gov.br/olinda/servico/Informes_ListaTarifasPorInstituicaoFinanceira/versao/v1/odata$metadata#_ListaTarifasPorInstituicaoFinanceira(CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade)",5503849
0503,Emissão de DOC D,por operacao,2011-11-04,21.0,Real,Por evento,"https://was-p.bcnet.bcb.gov.br/olinda/servico/Informes_ListaTarifasPorInstituicaoFinanceira/versao/v1/odata$metadata#_ListaTarifasPorInstituicaoFinanceira(CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade)",5503849
0506,Transferência Eletrônica Disponível - TED,Por Operação,2011-04-05,21.0,Real,Por evento,"https://was-p.bcnet.bcb.gov.br/olinda/servico/Informes_ListaTarifasPorInstituicaoFinanceira/versao/v1/odata$metadata#_ListaTarifasPorInstituicaoFinanceira(CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade)",5503849
0701,Entrada por borderô (listagem de titulos),por titulo,2011-10-04,10.0,Real,Por evento,"https://was-p.bcnet.bcb.gov.br/olinda/servico/Informes_ListaTarifasPorInstituicaoFinanceira/versao/v1/odata$metadata#_ListaTarifasPorInstituicaoFinanceira(CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade)",5503849
0702,Entrada por meio magnético,por titulo,2011-10-04,10.0,Real,Por evento,"https://was-p.bcnet.bcb.gov.br/olinda/servico/Informes_ListaTarifasPorInstituicaoFinanceira/versao/v1/odata$metadata#_ListaTarifasPorInstituicaoFinanceira(CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade)",5503849
0703,Entrada sem registro - por boleto emitido pelo cliente,por titulo,2011-11-04,10.0,Real,Por evento,"https://was-p.bcnet.bcb.gov.br/olinda/servico/Informes_ListaTarifasPorInstituicaoFinanceira/versao/v1/odata$metadata#_ListaTarifasPorInstituicaoFinanceira(CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade)",5503849
0704,Manutenção de título vencido,por titulo,2008-11-10,0.0,Real,A cada 0 dias,"https://was-p.bcnet.bcb.gov.br/olinda/servico/Informes_ListaTarifasPorInstituicaoFinanceira/versao/v1/odata$metadata#_ListaTarifasPorInstituicaoFinanceira(CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade)",5503849
0705,Envio para protesto,por titulo,2011-04-05,10.0,Real,Por evento,"https://was-p.bcnet.bcb.gov.br/olinda/servico/Informes_ListaTarifasPorInstituicaoFinanceira/versao/v1/odata$metadata#_ListaTarifasPorInstituicaoFinanceira(CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade)",5503849
0706,Sustação de protesto,por titulo,2011-04-05,10.0,Real,Por evento,"https://was-p.bcnet.bcb.gov.br/olinda/servico/Informes_ListaTarifasPorInstituicaoFinanceira/versao/v1/odata$metadata#_ListaTarifasPorInstituicaoFinanceira(CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade)",5503849
0801,Abertura de crédito,por operacao,2021-04-02,15.0,Percentual,Por evento,"https://was-p.bcnet.bcb.gov.br/olinda/servico/Informes_ListaTarifasPorInstituicaoFinanceira/versao/v1/odata$metadata#_ListaTarifasPorInstituicaoFinanceira(CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade)",5503849
0802,Renegociação de dívida,por operacao,2011-04-07,10.0,Real,Por evento,"https://was-p.bcnet.bcb.gov.br/olinda/servico/Informes_ListaTarifasPorInstituicaoFinanceira/versao/v1/odata$metadata#_ListaTarifasPorInstituicaoFinanceira(CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade)",5503849
0803,Substituição de garantia,por operacao,2008-11-10,500.0,Real,Por evento,"https://was-p.bcnet.bcb.gov.br/olinda/servico/Informes_ListaTarifasPorInstituicaoFinanceira/versao/v1/odata$metadata#_ListaTarifasPorInstituicaoFinanceira(CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade)",5503849
0804,Custódia de cheque pré-datado,por operacao,2011-04-05,1.0,Real,Por evento,"https://was-p.bcnet.bcb.gov.br/olinda/servico/Informes_ListaTarifasPorInstituicaoFinanceira/versao/v1/odata$metadata#_ListaTarifasPorInstituicaoFinanceira(CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade)",5503849
0805,Rescisão Contratual (Quitação Antecipada),Por Operação,2008-11-10,0.0,Real,Por evento,"https://was-p.bcnet.bcb.gov.br/olinda/servico/Informes_ListaTarifasPorInstituicaoFinanceira/versao/v1/odata$metadata#_ListaTarifasPorInstituicaoFinanceira(CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade)",5503849
0901,Segunda via de documento,por copia,2008-11-10,15.0,Real,Por evento,"https://was-p.bcnet.bcb.gov.br/olinda/servico/Informes_ListaTarifasPorInstituicaoFinanceira/versao/v1/odata$metadata#_ListaTarifasPorInstituicaoFinanceira(CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade)",5503849
0401,Abertura de conta,por conta,2021-05-18,0.0,Real,Por evento,"https://was-p.bcnet.bcb.gov.br/olinda/servico/Informes_ListaTarifasPorInstituicaoFinanceira/versao/v1/odata$metadata#_ListaTarifasPorInstituicaoFinanceira(CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade)",61348538
0402,Manutenção de conta ativa,por conta,2021-05-18,0.0,Real,A cada 0 dias,"https://was-p.bcnet.bcb.gov.br/olinda/servico/Informes_ListaTarifasPorInstituicaoFinanceira/versao/v1/odata$metadata#_ListaTarifasPorInstituicaoFinanceira(CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade)",61348538
0403,Manutenção de conta inativa,por conta,2021-05-18,0.0,Real,A cada 0 dias,"https://was-p.bcnet.bcb.gov.br/olinda/servico/Informes_ListaTarifasPorInstituicaoFinanceira/versao/v1/odata$metadata#_ListaTarifasPorInstituicaoFinanceira(CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade)",61348538
0404,"Adiant. a deposit., incl. excesso limite de ch. especial",por operacao,2021-05-18,0.0,Real,Por evento,"https://was-p.bcnet.bcb.gov.br/olinda/servico/Informes_ListaTarifasPorInstituicaoFinanceira/versao/v1/odata$metadata#_ListaTarifasPorInstituicaoFinanceira(CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade)",61348538
0407,Débito autorizado em conta-corrente,por operacao,2021-05-18,0.0,Real,Por evento,"https://was-p.bcnet.bcb.gov.br/olinda/servico/Informes_ListaTarifasPorInstituicaoFinanceira/versao/v1/odata$metadata#_ListaTarifasPorInstituicaoFinanceira(CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade)",61348538
0502,Emissão de DOC C,por operacao,2021-05-18,0.0,Real,Por evento,"https://was-p.bcnet.bcb.gov.br/olinda/servico/Informes_ListaTarifasPorInstituicaoFinanceira/versao/v1/odata$metadata#_ListaTarifasPorInstituicaoFinanceira(CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade)",61348538
0503,Emissão de DOC D,por operacao,2021-05-18,0.0,Real,Por evento,"https://was-p.bcnet.bcb.gov.br/olinda/servico/Informes_ListaTarifasPorInstituicaoFinanceira/versao/v1/odata$metadata#_ListaTarifasPorInstituicaoFinanceira(CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade)",61348538
0506,Transferência Eletrônica Disponível - TED,Por Operação,2021-05-18,0.0,Real,Por evento,"https://was-p.bcnet.bcb.gov.br/olinda/servico/Informes_ListaTarifasPorInstituicaoFinanceira/versao/v1/odata$metadata#_ListaTarifasPorInstituicaoFinanceira(CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade)",61348538
0602,Por outros meios,por emissao,2021-05-18,0.0,Real,Por evento,"https://was-p.bcnet.bcb.gov.br/olinda/servico/Informes_ListaTarifasPorInstituicaoFinanceira/versao/v1/odata$metadata#_ListaTarifasPorInstituicaoFinanceira(CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade)",61348538
0801,Abertura de crédito,por operacao,2021-05-18,0.0,Real,Por evento,"https://was-p.bcnet.bcb.gov.br/olinda/servico/Informes_ListaTarifasPorInstituicaoFinanceira/versao/v1/odata$metadata#_ListaTarifasPorInstituicaoFinanceira(CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade)",61348538
0802,Renegociação de dívida,por operacao,2021-05-18,0.0,Real,Por evento,"https://was-p.bcnet.bcb.gov.br/olinda/servico/Informes_ListaTarifasPorInstituicaoFinanceira/versao/v1/odata$metadata#_ListaTarifasPorInstituicaoFinanceira(CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade)",61348538
0101,Confecção de ficha cadastral,por cliente,2021-02-26,120.0,Real,Por evento,"https://was-p.bcnet.bcb.gov.br/olinda/servico/Informes_ListaTarifasPorInstituicaoFinanceira/versao/v1/odata$metadata#_ListaTarifasPorInstituicaoFinanceira(CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade)",15173776
0102,Renovação de ficha cadastral,por cliente,2021-02-26,100.0,Real,A cada 360 dias,"https://was-p.bcnet.bcb.gov.br/olinda/servico/Informes_ListaTarifasPorInstituicaoFinanceira/versao/v1/odata$metadata#_ListaTarifasPorInstituicaoFinanceira(CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade)",15173776
0103,Consultas a serviços de proteção ao crédito,por consulta,2016-10-07,50.0,Real,Por evento,"https://was-p.bcnet.bcb.gov.br/olinda/servico/Informes_ListaTarifasPorInstituicaoFinanceira/versao/v1/odata$metadata#_ListaTarifasPorInstituicaoFinanceira(CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade)",15173776
0302,Talão-20 folhas (segundo talão no mês),por talao,2016-10-07,22.0,Real,Por evento,"https://was-p.bcnet.bcb.gov.br/olinda/servico/Informes_ListaTarifasPorInstituicaoFinanceira/versao/v1/odata$metadata#_ListaTarifasPorInstituicaoFinanceira(CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade)",15173776
0303,Cheque administrativo,por cheque,2003-11-19,30.0,Real,Por evento,"https://was-p.bcnet.bcb.gov.br/olinda/servico/Informes_ListaTarifasPorInstituicaoFinanceira/versao/v1/odata$metadata#_ListaTarifasPorInstituicaoFinanceira(CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade)",15173776
0304,Cheque avulso,por cheque,2016-10-07,6.0,Real,Por evento,"https://was-p.bcnet.bcb.gov.br/olinda/servico/Informes_ListaTarifasPorInstituicaoFinanceira/versao/v1/odata$metadata#_ListaTarifasPorInstituicaoFinanceira(CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade)",15173776
0305,Cheque devolvido por insuficiência de fundos,por cheque,2015-11-06,8.0,Real,Por evento,"https://was-p.bcnet.bcb.gov.br/olinda/servico/Informes_ListaTarifasPorInstituicaoFinanceira/versao/v1/odata$metadata#_ListaTarifasPorInstituicaoFinanceira(CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade)",15173776
0306,Oposição/sustação de pagamento de cheque,por cheque,2016-10-07,8.0,Real,Por evento,"https://was-p.bcnet.bcb.gov.br/olinda/servico/Informes_ListaTarifasPorInstituicaoFinanceira/versao/v1/odata$metadata#_ListaTarifasPorInstituicaoFinanceira(CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade)",15173776
0308,Inclusão no Cadastro de Cheques sem Fundo,por cheque,2009-12-25,10.0,Real,Por evento,"https://was-p.bcnet.bcb.gov.br/olinda/servico/Informes_ListaTarifasPorInstituicaoFinanceira/versao/v1/odata$metadata#_ListaTarifasPorInstituicaoFinanceira(CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade)",15173776
0309,Exclusão do Cadastro de Cheques sem Fundo,por cheque,2015-11-06,30.0,Real,Por evento,"https://was-p.bcnet.bcb.gov.br/olinda/servico/Informes_ListaTarifasPorInstituicaoFinanceira/versao/v1/odata$metadata#_ListaTarifasPorInstituicaoFinanceira(CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade)",15173776
0310,Cobrança de cheque por compensação,por cheque,2009-12-24,0.0,Real,Por evento,"https://was-p.bcnet.bcb.gov.br/olinda/servico/Informes_ListaTarifasPorInstituicaoFinanceira/versao/v1/odata$metadata#_ListaTarifasPorInstituicaoFinanceira(CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade)",15173776
0312,"Cheque Administrativo com vl.igual ou superior a R$5.000,00 (vl.fx.+%)",Por Cheque,2009-12-24,0.0,Real,Por evento,"https://was-p.bcnet.bcb.gov.br/olinda/servico/Informes_ListaTarifasPorInstituicaoFinanceira/versao/v1/odata$metadata#_ListaTarifasPorInstituicaoFinanceira(CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade)",15173776
0313,"Cobrança de Cheque por compensação com Vl. = ou > R$ 5.000,00(Vl.fx+%)",por cheque,2009-12-24,0.11,Percentual,Por evento,"https://was-p.bcnet.bcb.gov.br/olinda/servico/Informes_ListaTarifasPorInstituicaoFinanceira/versao/v1/odata$metadata#_ListaTarifasPorInstituicaoFinanceira(CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade)",15173776
0314,"Cheque TB com valor igual ou superior R$ 5.000,00 (vl.fixo + %)",por cheque,2009-12-24,0.0,Real,Por evento,"https://was-p.bcnet.bcb.gov.br/olinda/servico/Informes_ListaTarifasPorInstituicaoFinanceira/versao/v1/odata$metadata#_ListaTarifasPorInstituicaoFinanceira(CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade)",15173776
0401,Abertura de conta,por conta,1996-07-25,0.0,Real,Por evento,"https://was-p.bcnet.bcb.gov.br/olinda/servico/Informes_ListaTarifasPorInstituicaoFinanceira/versao/v1/odata$metadata#_ListaTarifasPorInstituicaoFinanceira(CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade)",15173776
0402,Manutenção de conta ativa,por conta,2009-12-24,0.0,Real,A cada 0 dias,"https://was-p.bcnet.bcb.gov.br/olinda/servico/Informes_ListaTarifasPorInstituicaoFinanceira/versao/v1/odata$metadata#_ListaTarifasPorInstituicaoFinanceira(CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade)",15173776
0403,Manutenção de conta inativa,por conta,2010-11-01,10.0,Real,A cada 30 dias,"https://was-p.bcnet.bcb.gov.br/olinda/servico/Informes_ListaTarifasPorInstituicaoFinanceira/versao/v1/odata$metadata#_ListaTarifasPorInstituicaoFinanceira(CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade)",15173776
0404,"Adiant. a deposit., incl. excesso limite de ch. especial",por operacao,2009-12-23,5.0,Real,Por evento,"https://was-p.bcnet.bcb.gov.br/olinda/servico/Informes_ListaTarifasPorInstituicaoFinanceira/versao/v1/odata$metadata#_ListaTarifasPorInstituicaoFinanceira(CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade)",15173776
0405,Concessão de cheque especial/conta garantida,por conta,2001-04-10,30.0,Real,Por evento,"https://was-p.bcnet.bcb.gov.br/olinda/servico/Informes_ListaTarifasPorInstituicaoFinanceira/versao/v1/odata$metadata#_ListaTarifasPorInstituicaoFinanceira(CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade)",15173776
0406,Renovação de cheque especial/conta garantida,por conta,2021-02-26,620.0,Real,A cada 180 dias,"https://was-p.bcnet.bcb.gov.br/olinda/servico/Informes_ListaTarifasPorInstituicaoFinanceira/versao/v1/odata$metadata#_ListaTarifasPorInstituicaoFinanceira(CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade)",15173776
0407,Débito autorizado em conta-corrente,por operacao,2021-02-26,3.5,Real,Por evento,"https://was-p.bcnet.bcb.gov.br/olinda/servico/Informes_ListaTarifasPorInstituicaoFinanceira/versao/v1/odata$metadata#_ListaTarifasPorInstituicaoFinanceira(CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade)",15173776
0502,Emissão de DOC C,por operacao,2013-08-01,10.0,Real,Por evento,"https://was-p.bcnet.bcb.gov.br/olinda/servico/Informes_ListaTarifasPorInstituicaoFinanceira/versao/v1/odata$metadata#_ListaTarifasPorInstituicaoFinanceira(CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade)",15173776
0503,Emissão de DOC D,por operacao,1996-07-25,0.0,Real,Por evento,"https://was-p.bcnet.bcb.gov.br/olinda/servico/Informes_ListaTarifasPorInstituicaoFinanceira/versao/v1/odata$metadata#_ListaTarifasPorInstituicaoFinanceira(CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade)",15173776
0506,Transferência Eletrônica Disponível - TED,Por Operação,2015-11-06,10.0,Real,Por evento,"https://was-p.bcnet.bcb.gov.br/olinda/servico/Informes_ListaTarifasPorInstituicaoFinanceira/versao/v1/odata$metadata#_ListaTarifasPorInstituicaoFinanceira(CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade)",15173776
0602,Por outros meios,por emissao,2015-11-06,10.0,Real,Por evento,"https://was-p.bcnet.bcb.gov.br/olinda/servico/Informes_ListaTarifasPorInstituicaoFinanceira/versao/v1/odata$metadata#_ListaTarifasPorInstituicaoFinanceira(CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade)",15173776
0603,"Cópias de microfilmes, microfichas ou assemelhados",por emissao,2021-02-26,20.0,Real,Por evento,"https://was-p.bcnet.bcb.gov.br/olinda/servico/Informes_ListaTarifasPorInstituicaoFinanceira/versao/v1/odata$metadata#_ListaTarifasPorInstituicaoFinanceira(CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade)",15173776
0701,Entrada por borderô (listagem de titulos),por titulo,2021-02-26,4.5,Real,Por evento,"https://was-p.bcnet.bcb.gov.br/olinda/servico/Informes_ListaTarifasPorInstituicaoFinanceira/versao/v1/odata$metadata#_ListaTarifasPorInstituicaoFinanceira(CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade)",15173776
0704,Manutenção de título vencido,por titulo,2021-02-26,5.0,Real,A cada 30 dias,"https://was-p.bcnet.bcb.gov.br/olinda/servico/Informes_ListaTarifasPorInstituicaoFinanceira/versao/v1/odata$metadata#_ListaTarifasPorInstituicaoFinanceira(CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade)",15173776
0705,Envio para protesto,por titulo,2015-11-06,15.0,Real,Por evento,"https://was-p.bcnet.bcb.gov.br/olinda/servico/Informes_ListaTarifasPorInstituicaoFinanceira/versao/v1/odata$metadata#_ListaTarifasPorInstituicaoFinanceira(CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade)",15173776
0706,Sustação de protesto,por titulo,2015-11-06,10.0,Real,Por evento,"https://was-p.bcnet.bcb.gov.br/olinda/servico/Informes_ListaTarifasPorInstituicaoFinanceira/versao/v1/odata$metadata#_ListaTarifasPorInstituicaoFinanceira(CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade)",15173776
