codigo_servico,servico,unidade,data_vigencia,valor_maximo,tipo_valor,periodicidade,cnpj
0701,entrada por borderô (listagem de titulos),por titulo,2015-11-09,30.0,real,por evento,59118133
0702,entrada por meio magnético,por titulo,2015-11-09,10.0,real,por evento,59118133
0703,entrada sem registro - por boleto emitido pelo cliente,por titulo,2015-11-09,10.0,real,por evento,59118133
0704,manutenção de título vencido,por titulo,2015-11-09,10.0,real,a cada 60 dias,59118133
0705,envio para protesto,por titulo,2015-11-09,20.0,real,por evento,59118133
0706,sustação de protesto,por titulo,2015-11-09,20.0,real,por evento,59118133
0707,devolução de título,por titulo,2015-11-09,20.0,real,por evento,59118133
0801,abertura de crédito,por operacao,2021-09-20,5.0,percentual,por evento,59118133
0802,renegociação de dívida,por operacao,2021-09-20,4000.0,real,por evento,59118133
0803,substituição de garantia,por operacao,2021-09-20,5000.0,real,por evento,59118133
0804,custódia de cheque pré-datado,por operacao,2015-11-09,5.0,real,por evento,59118133
0805,rescisão contratual (quitação antecipada),por operacao,2021-09-20,5.0,percentual,por evento,59118133
0901,segunda via de documento,por copia,2015-11-09,60.0,real,por evento,59118133
0902,ressarcimento de despesas-telefonema,por chamada,2015-11-09,8.0,real,por evento,59118133
0903,ressarcimento de despesas-fax,por folha,2015-11-09,8.0,real,por evento,59118133
0904,envelopamento de documentos,por envelope,2015-11-09,12.0,real,por evento,59118133
1001,exportação: edição de contrato de câmbio,por operacao,2021-09-20,500.0,real,por evento,59118133
1003,exportação: liquidação com ordem de pagamento,por operacao,2021-09-20,500.0,real,por evento,59118133
1004,exportação: conferência de documentos,por operacao,2015-11-09,500.0,real,por evento,59118133
1005,exportação: câmbio simplicado (todas as despesas do cliente no banco),por operacao,2021-09-20,500.0,real,por evento,59118133
1006,importação: edição de contrato de câmbio,por operacao,2021-09-20,500.0,real,por evento,59118133
1007,importação: emissão de ordem de pagamento,por operacao,2021-09-20,500.0,real,por evento,59118133
1008,importação: demais tarifas (não incluem despesas no exteior),por operacao,2015-11-09,500.0,real,por evento,59118133
1009,importação: câmbio simplificado(todas as despesas do cliente no banco),por operacao,2021-09-20,500.0,real,por evento,59118133
1010,financeiro -ingresso de recursos: edição de contrato de câmbio,por operacao,2021-09-20,500.0,real,por evento,59118133
1012,financeiro -ingresso de recursos: liquidação com ordem de pagamento,por operacao,2021-09-20,500.0,real,por evento,59118133
1013,financeiro - ingresso de recursos: confecção de rof,por operacao,2021-09-20,1200.0,real,por evento,59118133
1014,financeiro - ingresso de recursos : confecção de esquema de rof,por operacao,2021-09-20,1200.0,real,por evento,59118133
1015,financeiro - ingresso de recursos: confecção de cadastro no cademp,por operacao,2021-09-20,1200.0,real,por evento,59118133
1016,financeiro -remessa de recursos: edição de contrato de câmbio,por operacao,2021-09-20,500.0,real,por evento,59118133
1018,financeiro - remessa de recursos: emissão de ordem de pagamento,por operacao,2021-09-20,500.0,real,por evento,59118133
1019,financeiro - remessa de recursos: alteração de rof,por operacao,2021-09-20,1200.0,real,por evento,59118133
0101,confecção de ficha cadastral,por cliente,2018-01-11,20000.0,real,por evento,00795423
0102,renovação de ficha cadastral,por cliente,2016-04-04,200.0,real,a cada 180 dias,00795423
0103,consultas a serviços de proteção ao crédito,por consulta,2016-04-04,50.0,real,por evento,00795423
0303,cheque administrativo,por cheque,2016-04-04,50.0,real,por evento,00795423
0401,abertura de conta,por conta,1996-09-13,0.0,real,por evento,00795423
0402,manutenção de conta ativa,por conta,2017-11-09,1000.0,real,a cada 30 dias,00795423
0403,manutenção de conta inativa,por conta,2013-10-10,100.0,real,a cada 180 dias,00795423
0404,"adiant. a deposit., incl. excesso limite de ch. especial",por operacao,2016-04-04,50.0,real,por evento,00795423
0405,concessão de cheque especial/conta garantida,por conta,2016-04-04,60.0,real,por evento,00795423
0406,renovação de cheque especial/conta garantida,por conta,2016-04-04,60.0,real,a cada 90 dias,00795423
0407,débito autorizado em conta-corrente,por operacao,2016-04-04,3.0,real,por evento,00795423
0502,emissão de doc c,por operacao,2015-05-07,40.0,real,por evento,00795423
0503,emissão de doc d,por operacao,2015-05-07,40.0,real,por evento,00795423
0504,ordem de pagamento,por operacao,2015-05-07,40.0,real,por evento,00795423
0506,transferência eletrônica disponível - ted,por operacao,2015-05-07,40.0,real,por evento,00795423
0602,por outros meios,por emissao,2016-04-04,5.0,real,por evento,00795423
0701,entrada por borderô (listagem de titulos),por titulo,2016-04-04,10.0,real,por evento,00795423
0702,entrada por meio magnético,por titulo,2005-08-01,6.0,real,por evento,00795423
0703,entrada sem registro - por boleto emitido pelo cliente,por titulo,1996-09-13,4.0,real,por evento,00795423
0704,manutenção de título vencido,por titulo,2016-04-04,5.0,real,a cada 30 dias,00795423
0705,envio para protesto,por titulo,2016-04-04,9.0,real,por evento,00795423
0706,sustação de protesto,por titulo,2016-04-04,9.0,real,por evento,00795423
0707,devolução de título,por titulo,1996-09-13,6.0,real,por evento,00795423
0801,abertura de crédito,por operacao,2015-07-09,15000.0,real,por evento,00795423
0802,renegociação de dívida,por operacao,2015-07-09,15000.0,real,por evento,00795423
0803,substituição de garantia,por operacao,2016-04-04,2000.0,real,por evento,00795423
0804,custódia de cheque pré-datado,por operacao,2015-05-07,2.0,real,por evento,00795423
0805,rescisão contratual (quitação antecipada),por operacao,2008-04-30,0.0,real,por evento,00795423
0901,segunda via de documento,por copia,2016-04-04,6.0,real,por evento,00795423
0902,ressarcimento de despesas-telefonema,por chamada,2016-04-04,8.0,real,por evento,00795423
0903,ressarcimento de despesas-fax,por folha,2016-04-04,8.0,real,por evento,00795423
0904,envelopamento de documentos,por envelope,2016-04-04,2.0,real,por evento,00795423
0905,pagamento de funcionários via relação,por funcionario,2005-05-01,3.0,real,por evento,00795423
0101,confecção de ficha cadastral,por cliente,2020-06-02,300.0,real,por evento,05676026
0103,consultas a serviços de proteção ao crédito,por consulta,2020-06-02,300.0,real,por evento,05676026
0801,abertura de crédito,por operacao,2007-02-10,15.0,real,por evento,06339468
0101,confecção de ficha cadastral,por cliente,2010-04-28,1000.0,real,por evento,04379829
0502,emissão de doc c,por operacao,2008-04-30,10.0,real,por evento,04379829
0506,transferência eletrônica disponível - ted,por operacao,2012-07-03,10.0,real,por evento,04379829
0802,renegociação de dívida,por operacao,2008-04-30,1000.0,real,por evento,04379829
0805,rescisão contratual (quitação antecipada),por operacao,2005-04-14,0.0,real,por evento,04379829
0901,segunda via de documento,por copia,2001-05-28,5.0,real,por evento,04379829
0101,confecção de ficha cadastral,por cliente,2015-04-29,2500.0,real,por evento,05503849
0102,renovação de ficha cadastral,por cliente,2015-04-29,2500.0,real,a cada 180 dias,05503849
0103,consultas a serviços de proteção ao crédito,por consulta,2011-10-04,15.0,real,por evento,05503849
0303,cheque administrativo,por cheque,2011-11-04,25.0,real,por evento,05503849
0502,emissão de doc c,por operacao,2011-10-04,21.0,real,por evento,05503849
0503,emissão de doc d,por operacao,2011-11-04,21.0,real,por evento,05503849
0506,transferência eletrônica disponível - ted,por operacao,2011-04-05,21.0,real,por evento,05503849
0701,entrada por borderô (listagem de titulos),por titulo,2011-10-04,10.0,real,por evento,05503849
0702,entrada por meio magnético,por titulo,2011-10-04,10.0,real,por evento,05503849
0703,entrada sem registro - por boleto emitido pelo cliente,por titulo,2011-11-04,10.0,real,por evento,05503849
0704,manutenção de título vencido,por titulo,2008-11-10,0.0,real,a cada 0 dias,05503849
0705,envio para protesto,por titulo,2011-04-05,10.0,real,por evento,05503849
0706,sustação de protesto,por titulo,2011-04-05,10.0,real,por evento,05503849
0801,abertura de crédito,por operacao,2021-04-02,15.0,percentual,por evento,05503849
0802,renegociação de dívida,por operacao,2011-04-07,10.0,real,por evento,05503849
0803,substituição de garantia,por operacao,2008-11-10,500.0,real,por evento,05503849
0804,custódia de cheque pré-datado,por operacao,2011-04-05,1.0,real,por evento,05503849
0805,rescisão contratual (quitação antecipada),por operacao,2008-11-10,0.0,real,por evento,05503849
0901,segunda via de documento,por copia,2008-11-10,15.0,real,por evento,05503849
0101,confecção de ficha cadastral,por cliente,2017-08-22,10.0,percentual,por evento,03881423
0102,renovação de ficha cadastral,por cliente,2017-11-10,10.0,percentual,a cada 30 dias,03881423
0103,consultas a serviços de proteção ao crédito,por consulta,2008-05-09,0.0,real,por evento,03881423
0801,abertura de crédito,por operacao,2013-08-30,1500.0,real,por evento,03881423
0802,renegociação de dívida,por operacao,2008-05-09,0.0,real,por evento,03881423
0805,rescisão contratual (quitação antecipada),por operacao,2008-05-09,0.0,real,por evento,03881423
0901,segunda via de documento,por copia,2013-08-29,50.0,real,por evento,03881423
0101,confecção de ficha cadastral,por cliente,2021-11-17,60.0,real,por evento,4913711
0102,renovação de ficha cadastral,por cliente,2021-11-17,50.0,real,a cada 180 dias,4913711
0201,"comum, para débito, saque e consultas",por cartao,2020-12-03,20.0,real,a cada 360 dias,4913711
0203,"débito, saque e garantia de cheque-confecção do cartão",por cartao,2020-12-03,20.0,real,por evento,4913711
0301,talão-10 folhas,por talao,2021-11-17,30.0,real,por evento,4913711
0302,talão-20 folhas (segundo talão no mês),por talao,2021-11-17,60.0,real,por evento,4913711
0303,cheque administrativo,por cheque,2021-11-17,0.4,percentual,por evento,4913711
0304,cheque avulso,por cheque,2021-11-17,10.0,real,por evento,4913711
0305,cheque devolvido por insuficiência de fundos,por cheque,2021-11-17,80.0,real,por evento,4913711
0306,oposição/sustação de pagamento de cheque,por cheque,2021-11-17,30.0,real,por evento,4913711
0308,inclusão no cadastro de cheques sem fundo,por cheque,2021-11-17,40.0,real,por evento,4913711
0309,exclusão do cadastro de cheques sem fundo,por cheque,2020-01-03,62.0,real,por evento,4913711
0310,cobrança de cheque por compensação,por cheque,2021-11-17,3.0,real,por evento,4913711
0312,"cheque administrativo com vl.igual ou superior a r$5.000,00 (vl.fx.+%)",por cheque,2021-11-17,0.2,percentual,por evento,4913711
0313,"cobrança de cheque por compensação com vl. = ou > r$ 5.000,00(vl.fx+%)",por cheque,2021-11-17,0.15,percentual,por evento,4913711
0401,abertura de conta,por conta,2020-01-03,0.0,real,por evento,4913711
0402,manutenção de conta ativa,por conta,2021-11-17,60.0,real,a cada 30 dias,4913711
0403,manutenção de conta inativa,por conta,2021-11-17,30.0,real,a cada 30 dias,4913711
0404,"adiant. a deposit., incl. excesso limite de ch. especial",por operacao,2021-11-17,80.0,real,por evento,4913711
0405,concessão de cheque especial/conta garantida,por conta,2013-09-03,3.0,percentual,por evento,4913711
0406,renovação de cheque especial/conta garantida,por conta,2020-12-03,3.0,percentual,a cada 360 dias,4913711
0501,saque em caixa automática externa/banco 24 horas,por saque,2021-11-17,6.5,real,por evento,4913711
0502,emissão de doc c,por operacao,2021-11-17,22.0,real,por evento,4913711
0503,emissão de doc d,por operacao,2021-11-17,22.0,real,por evento,4913711
0504,ordem de pagamento,por operacao,2020-01-03,0.5,percentual,por evento,4913711
0505,depósito em outra agência,por operacao,1996-07-25,0.0,real,por evento,4913711
0506,transferência eletrônica disponível - ted,por operacao,2021-11-17,22.0,real,por evento,4913711
0601,em terminal  eletrônico,por emissao,2020-12-03,4.0,real,por evento,4913711
0602,por outros meios,por emissao,2020-12-03,21.0,real,por evento,4913711
0603,"cópias de microfilmes, microfichas ou assemelhados",por emissao,2020-12-03,40.0,real,por evento,4913711
0703,entrada sem registro - por boleto emitido pelo cliente,por titulo,2020-12-03,10.0,real,por evento,4913711
0704,manutenção de título vencido,por titulo,2013-09-03,5.0,real,a cada 30 dias,4913711
0801,abertura de crédito,por operacao,2013-09-03,4.7,percentual,por evento,4913711
0802,renegociação de dívida,por operacao,2013-09-03,3.0,percentual,por evento,4913711
0901,segunda via de documento,por copia,2020-12-03,60.0,real,por evento,4913711
0902,ressarcimento de despesas-telefonema,por chamada,2020-12-03,20.0,real,por evento,4913711
0905,pagamento de funcionários via relação,por funcionario,2021-11-17,3.0,real,por evento,4913711
0906,pagamento de funcionários via meio magnético,por funcionario,2021-11-17,3.0,real,por evento,4913711
1001,exportação: edição de contrato de câmbio,por operacao,2019-01-03,150.0,real,por evento,4913711
1004,exportação: conferência de documentos,por operacao,2018-01-02,150.0,real,por evento,4913711
1005,exportação: câmbio simplicado (todas as despesas do cliente no banco),por operacao,2016-05-19,100.0,real,por evento,4913711
1006,importação: edição de contrato de câmbio,por operacao,2020-01-03,150.0,real,por evento,4913711
1009,importação: câmbio simplificado(todas as despesas do cliente no banco),por operacao,2016-05-19,100.0,real,por evento,4913711
1010,financeiro -ingresso de recursos: edição de contrato de câmbio,por operacao,2018-01-02,150.0,real,por evento,4913711
1013,financeiro - ingresso de recursos: confecção de rof,por operacao,2020-12-03,700.0,real,por evento,4913711
1016,financeiro -remessa de recursos: edição de contrato de câmbio,por operacao,2018-01-02,150.0,real,por evento,4913711
1019,financeiro - remessa de recursos: alteração de rof,por operacao,2020-01-03,320.0,real,por evento,4913711
0101,confecção de ficha cadastral,por cliente,2021-11-10,0.0,real,por evento,7679404
0102,renovação de ficha cadastral,por cliente,2009-10-02,0.0,real,a cada 0 dias,7679404
0103,consultas a serviços de proteção ao crédito,por consulta,2021-11-10,0.0,real,por evento,7679404
0401,abertura de conta,por conta,2021-11-10,0.0,real,por evento,7679404
0402,manutenção de conta ativa,por conta,2019-12-09,100.0,real,a cada 30 dias,7679404
0403,manutenção de conta inativa,por conta,2009-06-14,30.0,real,a cada 30 dias,7679404
0405,concessão de cheque especial/conta garantida,por conta,2019-12-09,10000.0,real,por evento,7679404
0406,renovação de cheque especial/conta garantida,por conta,2019-12-09,3000.0,real,a cada 365 dias,7679404
0506,transferência eletrônica disponível - ted,por operacao,2021-11-10,9.9,real,por evento,7679404
0601,em terminal  eletrônico,por emissao,2021-11-10,0.0,real,por evento,7679404
0602,por outros meios,por emissao,2021-11-10,0.0,real,por evento,7679404
0701,entrada por borderô (listagem de titulos),por titulo,2018-06-14,15.0,real,por evento,7679404
0702,entrada por meio magnético,por titulo,2018-06-14,15.0,real,por evento,7679404
0703,entrada sem registro - por boleto emitido pelo cliente,por titulo,2018-06-14,15.0,real,por evento,7679404
0704,manutenção de título vencido,por titulo,2009-06-14,5.0,real,a cada 30 dias,7679404
0705,envio para protesto,por titulo,2009-06-14,5.0,real,por evento,7679404
0706,sustação de protesto,por titulo,2009-06-14,6.5,real,por evento,7679404
0707,devolução de título,por titulo,2009-06-14,3.0,real,por evento,7679404
0801,abertura de crédito,por operacao,2019-12-09,95000.0,real,por evento,7679404
0802,renegociação de dívida,por operacao,2021-11-10,0.0,real,por evento,7679404
1001,exportação: edição de contrato de câmbio,por operacao,2012-07-01,800.0,real,por evento,7679404
1003,exportação: liquidação com ordem de pagamento,por operacao,2012-07-01,800.0,real,por evento,7679404
1005,exportação: câmbio simplicado (todas as despesas do cliente no banco),por operacao,2012-07-01,800.0,real,por evento,7679404
1006,importação: edição de contrato de câmbio,por operacao,2012-07-01,800.0,real,por evento,7679404
1007,importação: emissão de ordem de pagamento,por operacao,2012-07-01,500.0,real,por evento,7679404
1008,importação: demais tarifas (não incluem despesas no exteior),por operacao,2012-07-01,2000.0,real,por evento,7679404
1009,importação: câmbio simplificado(todas as despesas do cliente no banco),por operacao,2012-07-01,800.0,real,por evento,7679404
1010,financeiro -ingresso de recursos: edição de contrato de câmbio,por operacao,2021-11-10,400.0,real,por evento,7679404
1012,financeiro -ingresso de recursos: liquidação com ordem de pagamento,por operacao,2014-12-10,400.0,real,por evento,7679404
1016,financeiro -remessa de recursos: edição de contrato de câmbio,por operacao,2012-07-01,800.0,real,por evento,7679404
1018,financeiro - remessa de recursos: emissão de ordem de pagamento,por operacao,2012-07-01,500.0,real,por evento,7679404
0101,confecção de ficha cadastral,por cliente,2021-09-01,800.0,real,por evento,411939
0102,renovação de ficha cadastral,por cliente,2021-09-01,800.0,real,a cada 180 dias,411939
0103,consultas a serviços de proteção ao crédito,por consulta,2015-03-13,50.0,real,por evento,411939
0201,"comum, para débito, saque e consultas",por cartao,2010-05-22,0.0,real,a cada 0 dias,411939
0202,"débito, saque e garantia de cheque-anuidade do contrato",por cartao,2010-05-22,0.0,real,a cada 0 dias,411939
0203,"débito, saque e garantia de cheque-confecção do cartão",por cartao,2010-05-22,0.0,real,por evento,411939
0204,cartão multiplo-nacional-anuidade do contrato,por cartao,2010-05-22,0.0,real,a cada 0 dias,411939
0205,cartão multiplo-nacional-confecção do cartão,por cartao,2010-05-22,0.0,real,por evento,411939
0206,cartão multiplo-internacional-anuidade do contrato,por cartao,2010-05-22,0.0,real,a cada 0 dias,411939
0207,cartão multiplo-internacional-confecção do cartão,por cartao,2010-05-22,0.0,real,por evento,411939
0208,cartão multiplo adicional-nacional-anuidade do contrato,por cartao,2010-05-22,0.0,real,a cada 0 dias,411939
0209,cartão multiplo adicional-nacional-confecção do cartão,por cartao,2010-05-22,0.0,real,por evento,411939
0210,cartão multiplo adicional-intern.-anuidade do contrato,por cartao,2010-05-22,0.0,real,a cada 0 dias,411939
0211,cartão multiplo adicional-intern.-confecção do cartão,por cartao,2010-05-22,0.0,real,por evento,411939
0501,saque em caixa automática externa/banco 24 horas,por saque,2010-05-22,0.0,real,por evento,411939
0502,emissão de doc c,por operacao,2010-05-22,0.0,real,por evento,411939
0503,emissão de doc d,por operacao,2010-05-22,0.0,real,por evento,411939
0504,ordem de pagamento,por operacao,2010-05-22,0.0,real,por evento,411939
0505,depósito em outra agência,por operacao,2010-05-22,0.0,real,por evento,411939
0506,transferência eletrônica disponível - ted,por operacao,2010-05-22,0.0,real,por evento,411939
0601,em terminal  eletrônico,por emissao,2010-05-22,0.0,real,por evento,411939
0602,por outros meios,por emissao,2010-05-22,0.0,real,por evento,411939
0603,"cópias de microfilmes, microfichas ou assemelhados",por emissao,2010-05-22,0.0,real,por evento,411939
0701,entrada por borderô (listagem de titulos),por titulo,2015-03-13,5.0,real,por evento,411939
0702,entrada por meio magnético,por titulo,2010-05-22,0.0,real,por evento,411939
0703,entrada sem registro - por boleto emitido pelo cliente,por titulo,2015-03-13,5.0,real,por evento,411939
0704,manutenção de título vencido,por titulo,2010-05-22,0.0,real,a cada 0 dias,411939
0705,envio para protesto,por titulo,2016-02-01,50.0,real,por evento,411939
0706,sustação de protesto,por titulo,2016-02-01,50.0,real,por evento,411939
0707,devolução de título,por titulo,2010-05-22,0.0,real,por evento,411939
0801,abertura de crédito,por operacao,2021-09-01,800.0,real,por evento,411939
0802,renegociação de dívida,por operacao,2019-08-03,600.0,real,por evento,411939
0803,substituição de garantia,por operacao,2019-08-03,600.0,real,por evento,411939
0804,custódia de cheque pré-datado,por operacao,2016-02-01,15.0,real,por evento,411939
0805,rescisão contratual (quitação antecipada),por operacao,2006-03-01,200.0,real,por evento,411939
0901,segunda via de documento,por copia,2006-03-01,50.0,real,por evento,411939
0902,ressarcimento de despesas-telefonema,por chamada,1996-07-25,0.0,real,por evento,411939
0903,ressarcimento de despesas-fax,por folha,1996-07-25,0.0,real,por evento,411939
0904,envelopamento de documentos,por envelope,2006-03-01,10.0,real,por evento,411939
0905,pagamento de funcionários via relação,por funcionario,1996-07-25,0.0,real,por evento,411939
0906,pagamento de funcionários via meio magnético,por funcionario,1996-07-25,0.0,real,por evento,411939
0101,confecção de ficha cadastral,por cliente,2015-04-29,2500.0,real,por evento,5503849
0102,renovação de ficha cadastral,por cliente,2015-04-29,2500.0,real,a cada 180 dias,5503849
0103,consultas a serviços de proteção ao crédito,por consulta,2011-10-04,15.0,real,por evento,5503849
0303,cheque administrativo,por cheque,2011-11-04,25.0,real,por evento,5503849
0502,emissão de doc c,por operacao,2011-10-04,21.0,real,por evento,5503849
0503,emissão de doc d,por operacao,2011-11-04,21.0,real,por evento,5503849
0506,transferência eletrônica disponível - ted,por operacao,2011-04-05,21.0,real,por evento,5503849
0701,entrada por borderô (listagem de titulos),por titulo,2011-10-04,10.0,real,por evento,5503849
0702,entrada por meio magnético,por titulo,2011-10-04,10.0,real,por evento,5503849
0703,entrada sem registro - por boleto emitido pelo cliente,por titulo,2011-11-04,10.0,real,por evento,5503849
0704,manutenção de título vencido,por titulo,2008-11-10,0.0,real,a cada 0 dias,5503849
0705,envio para protesto,por titulo,2011-04-05,10.0,real,por evento,5503849
0706,sustação de protesto,por titulo,2011-04-05,10.0,real,por evento,5503849
0801,abertura de crédito,por operacao,2021-04-02,15.0,percentual,por evento,5503849
0802,renegociação de dívida,por operacao,2011-04-07,10.0,real,por evento,5503849
0803,substituição de garantia,por operacao,2008-11-10,500.0,real,por evento,5503849
0804,custódia de cheque pré-datado,por operacao,2011-04-05,1.0,real,por evento,5503849
0805,rescisão contratual (quitação antecipada),por operacao,2008-11-10,0.0,real,por evento,5503849
0901,segunda via de documento,por copia,2008-11-10,15.0,real,por evento,5503849
0401,abertura de conta,por conta,2021-05-18,0.0,real,por evento,61348538
0402,manutenção de conta ativa,por conta,2021-05-18,0.0,real,a cada 0 dias,61348538
0403,manutenção de conta inativa,por conta,2021-05-18,0.0,real,a cada 0 dias,61348538
0404,"adiant. a deposit., incl. excesso limite de ch. especial",por operacao,2021-05-18,0.0,real,por evento,61348538
0407,débito autorizado em conta-corrente,por operacao,2021-05-18,0.0,real,por evento,61348538
0502,emissão de doc c,por operacao,2021-05-18,0.0,real,por evento,61348538
0503,emissão de doc d,por operacao,2021-05-18,0.0,real,por evento,61348538
0506,transferência eletrônica disponível - ted,por operacao,2021-05-18,0.0,real,por evento,61348538
0602,por outros meios,por emissao,2021-05-18,0.0,real,por evento,61348538
0801,abertura de crédito,por operacao,2021-05-18,0.0,real,por evento,61348538
0802,renegociação de dívida,por operacao,2021-05-18,0.0,real,por evento,61348538
0101,confecção de ficha cadastral,por cliente,2021-02-26,120.0,real,por evento,15173776
0102,renovação de ficha cadastral,por cliente,2021-02-26,100.0,real,a cada 360 dias,15173776
0103,consultas a serviços de proteção ao crédito,por consulta,2016-10-07,50.0,real,por evento,15173776
0302,talão-20 folhas (segundo talão no mês),por talao,2016-10-07,22.0,real,por evento,15173776
0303,cheque administrativo,por cheque,2003-11-19,30.0,real,por evento,15173776
0304,cheque avulso,por cheque,2016-10-07,6.0,real,por evento,15173776
0305,cheque devolvido por insuficiência de fundos,por cheque,2015-11-06,8.0,real,por evento,15173776
0306,oposição/sustação de pagamento de cheque,por cheque,2016-10-07,8.0,real,por evento,15173776
0308,inclusão no cadastro de cheques sem fundo,por cheque,2009-12-25,10.0,real,por evento,15173776
0309,exclusão do cadastro de cheques sem fundo,por cheque,2015-11-06,30.0,real,por evento,15173776
0310,cobrança de cheque por compensação,por cheque,2009-12-24,0.0,real,por evento,15173776
0312,"cheque administrativo com vl.igual ou superior a r$5.000,00 (vl.fx.+%)",por cheque,2009-12-24,0.0,real,por evento,15173776
0313,"cobrança de cheque por compensação com vl. = ou > r$ 5.000,00(vl.fx+%)",por cheque,2009-12-24,0.11,percentual,por evento,15173776
0314,"cheque tb com valor igual ou superior r$ 5.000,00 (vl.fixo + %)",por cheque,2009-12-24,0.0,real,por evento,15173776
0401,abertura de conta,por conta,1996-07-25,0.0,real,por evento,15173776
0402,manutenção de conta ativa,por conta,2009-12-24,0.0,real,a cada 0 dias,15173776
0403,manutenção de conta inativa,por conta,2010-11-01,10.0,real,a cada 30 dias,15173776
0404,"adiant. a deposit., incl. excesso limite de ch. especial",por operacao,2009-12-23,5.0,real,por evento,15173776
0405,concessão de cheque especial/conta garantida,por conta,2001-04-10,30.0,real,por evento,15173776
0406,renovação de cheque especial/conta garantida,por conta,2021-02-26,620.0,real,a cada 180 dias,15173776
0407,débito autorizado em conta-corrente,por operacao,2021-02-26,3.5,real,por evento,15173776
0502,emissão de doc c,por operacao,2013-08-01,10.0,real,por evento,15173776
0503,emissão de doc d,por operacao,1996-07-25,0.0,real,por evento,15173776
0506,transferência eletrônica disponível - ted,por operacao,2015-11-06,10.0,real,por evento,15173776
0602,por outros meios,por emissao,2015-11-06,10.0,real,por evento,15173776
0603,"cópias de microfilmes, microfichas ou assemelhados",por emissao,2021-02-26,20.0,real,por evento,15173776
0701,entrada por borderô (listagem de titulos),por titulo,2021-02-26,4.5,real,por evento,15173776
0704,manutenção de título vencido,por titulo,2021-02-26,5.0,real,a cada 30 dias,15173776
0705,envio para protesto,por titulo,2015-11-06,15.0,real,por evento,15173776
0706,sustação de protesto,por titulo,2015-11-06,10.0,real,por evento,15173776
0707,devolução de título,por titulo,2021-02-26,6.0,real,por evento,15173776
0801,abertura de crédito,por operacao,2021-03-25,700.0,real,por evento,15173776
0802,renegociação de dívida,por operacao,2018-03-01,580.0,real,por evento,15173776
0803,substituição de garantia,por operacao,1996-07-25,0.0,real,por evento,15173776
0804,custódia de cheque pré-datado,por operacao,2015-01-31,5.0,real,por evento,15173776
0805,rescisão contratual (quitação antecipada),por operacao,2005-05-02,0.0,real,por evento,15173776
0901,segunda via de documento,por copia,2021-02-26,8.0,real,por evento,15173776
0902,ressarcimento de despesas-telefonema,por chamada,1996-07-25,0.0,real,por evento,15173776
0903,ressarcimento de despesas-fax,por folha,1996-07-25,0.0,real,por evento,15173776
0904,envelopamento de documentos,por envelope,1996-07-25,0.0,real,por evento,15173776
0905,pagamento de funcionários via relação,por funcionario,1997-01-23,2.0,real,por evento,15173776
0101,confecção de ficha cadastral,por cliente,2008-04-08,0.0,real,por evento,01023570
0102,renovação de ficha cadastral,por cliente,2008-04-08,0.0,real,a cada 0 dias,01023570
0103,consultas a serviços de proteção ao crédito,por consulta,2008-04-30,0.0,real,por evento,01023570
0401,abertura de conta,por conta,1996-07-25,0.0,real,por evento,01023570
0402,manutenção de conta ativa,por conta,2008-04-30,0.0,real,a cada 0 dias,01023570
0403,manutenção de conta inativa,por conta,2008-04-30,0.0,real,a cada 0 dias,01023570
0405,concessão de cheque especial/conta garantida,por conta,1996-07-25,0.0,real,por evento,01023570
0407,débito autorizado em conta-corrente,por operacao,1996-07-25,0.0,real,por evento,01023570
0501,saque em caixa automática externa/banco 24 horas,por saque,1996-07-25,0.0,real,por evento,01023570
0502,emissão de doc c,por operacao,1996-07-25,0.0,real,por evento,01023570
0503,emissão de doc d,por operacao,1996-07-25,0.0,real,por evento,01023570
0504,ordem de pagamento,por operacao,1996-07-25,0.0,real,por evento,01023570
0505,depósito em outra agência,por operacao,1996-07-25,0.0,real,por evento,01023570
0506,transferência eletrônica disponível - ted,por operacao,2008-04-08,0.0,real,por evento,01023570
0601,em terminal  eletrônico,por emissao,1996-07-25,0.0,real,por evento,01023570
0602,por outros meios,por emissao,2008-04-08,0.0,real,por evento,01023570
0603,"cópias de microfilmes, microfichas ou assemelhados",por emissao,2008-04-30,0.0,real,por evento,01023570
0701,entrada por borderô (listagem de titulos),por titulo,1996-07-25,0.0,real,por evento,01023570
0702,entrada por meio magnético,por titulo,1996-07-25,0.0,real,por evento,01023570
0704,manutenção de título vencido,por titulo,2008-04-30,0.0,real,a cada 0 dias,01023570
0705,envio para protesto,por titulo,2008-04-30,0.0,real,por evento,01023570
0706,sustação de protesto,por titulo,2008-04-30,0.0,real,por evento,01023570
0707,devolução de título,por titulo,2008-04-30,0.0,real,por evento,01023570
0801,abertura de crédito,por operacao,2008-04-30,0.0,real,por evento,01023570
0802,renegociação de dívida,por operacao,2008-04-30,0.0,real,por evento,01023570
0803,substituição de garantia,por operacao,2022-03-07,5000.0,real,por evento,01023570
0804,custódia de cheque pré-datado,por operacao,2008-04-30,0.0,real,por evento,01023570
0805,rescisão contratual (quitação antecipada),por operacao,2008-04-30,0.0,real,por evento,01023570
0901,segunda via de documento,por copia,2013-07-02,200.0,real,por evento,01023570
0902,ressarcimento de despesas-telefonema,por chamada,2008-04-30,0.0,real,por evento,01023570
0903,ressarcimento de despesas-fax,por folha,2008-04-30,0.0,real,por evento,01023570
